Bug ID,Summary,Description,Status,Severity,Priority,Resolution,Assigned_To,Module,Reported_Date,Status_encoded,Severity_encoded,Priority_encoded,Resolution_encoded
BUG-0159,Database connection timeout - Case 179,The connection to the database times out after 30 seconds of inactivity.,New,Trivial,P3,,Carol White,UI/UX,2024-09-16,3,3,2,5
BUG-0160,Database connection timeout - Case 951,The connection to the database times out after 30 seconds of inactivity.,Assigned,Trivial,P2,,Frank Brown,Reporting,2024-08-12,0,3,1,5
BUG-0161,Performance degradation on load - Case 391,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Minor,P3,,Henry Wilson,Reporting,2024-09-30,0,2,2,5
BUG-0162,Performance degradation on load - Case 551,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",In Progress,Critical,P4,,David Lee,Dashboard,2024-07-14,2,0,3,5
BUG-0163,App crashes on login - Case 756,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Trivial,P1,,Bob Smith,API,2024-10-10,2,3,0,5
BUG-0164,Null pointer exception in module X - Case 328,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Critical,P1,Duplicate,Carol White,UI/UX,2024-05-19,1,0,0,1
BUG-0165,API returning 500 error - Case 560,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Major,P5,Duplicate,Grace Kim,Authentication,2024-08-18,1,1,4,1
BUG-0166,Typo in the settings menu - Case 341,There is a spelling mistake in the user profile settings page.,New,Minor,P5,,Frank Brown,Payment,2024-07-10,3,2,4,5
BUG-0167,Typo in the settings menu - Case 910,There is a spelling mistake in the user profile settings page.,Resolved,Critical,P4,Duplicate,Henry Wilson,Notifications,2024-05-26,4,0,3,1
BUG-0168,UI misalignment in header - Case 119,The header elements are overlapping on mobile screens.,Assigned,Critical,P5,,Eva Martinez,Reporting,2024-03-17,0,0,4,5
BUG-0169,App crashes on login - Case 344,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Trivial,P5,Cannot Reproduce,Henry Wilson,Authentication,2024-08-22,1,3,4,0
BUG-0170,Performance degradation on load - Case 347,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Major,P4,Duplicate,Grace Kim,Dashboard,2024-01-01,1,1,3,1
BUG-0171,UI misalignment in header - Case 636,The header elements are overlapping on mobile screens.,New,Trivial,P2,,Henry Wilson,Authentication,2024-09-26,3,3,1,5
BUG-0172,Typo in the settings menu - Case 359,There is a spelling mistake in the user profile settings page.,In Progress,Major,P4,,Bob Smith,Database,2024-02-04,2,1,3,5
BUG-0173,Typo in the settings menu - Case 659,There is a spelling mistake in the user profile settings page.,Assigned,Critical,P2,,Carol White,Dashboard,2024-12-16,0,0,1,5
BUG-0174,Database connection timeout - Case 497,The connection to the database times out after 30 seconds of inactivity.,Closed,Major,P4,Duplicate,Alice Johnson,Reporting,2024-01-19,1,1,3,1
BUG-0175,Typo in the settings menu - Case 417,There is a spelling mistake in the user profile settings page.,Resolved,Critical,P3,Not a Bug,Alice Johnson,Reporting,2024-10-05,4,0,2,3
BUG-0176,App crashes on login - Case 986,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Major,P2,,Grace Kim,Notifications,2024-03-04,2,1,1,5
BUG-0177,Memory leak during file upload - Case 447,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Major,P5,Duplicate,Grace Kim,Payment,2024-07-07,1,1,4,1
BUG-0178,Database connection timeout - Case 658,The connection to the database times out after 30 seconds of inactivity.,In Progress,Trivial,P3,,Eva Martinez,API,2024-02-22,2,3,2,5
BUG-0179,Memory leak during file upload - Case 270,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Trivial,P3,,Grace Kim,API,2024-08-16,2,3,2,5
BUG-0180,App crashes on login - Case 176,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Minor,P5,,Carol White,Notifications,2024-09-19,2,2,4,5
BUG-0181,Performance degradation on load - Case 533,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Major,P3,Duplicate,Grace Kim,Authentication,2024-04-30,1,1,2,1
BUG-0182,API returning 500 error - Case 479,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Minor,P1,Won't Fix,Frank Brown,UI/UX,2024-02-09,4,2,0,4
BUG-0183,Feature Y is not responsive - Case 355,Feature Y does not resize properly when the window is scaled down.,New,Critical,P1,,Grace Kim,Payment,2024-04-05,3,0,0,5
BUG-0184,Feature Y is not responsive - Case 820,Feature Y does not resize properly when the window is scaled down.,Assigned,Major,P2,,David Lee,Payment,2024-11-09,0,1,1,5
BUG-0185,UI misalignment in header - Case 562,The header elements are overlapping on mobile screens.,Resolved,Major,P3,Duplicate,Bob Smith,API,2024-12-15,4,1,2,1
BUG-0186,Database connection timeout - Case 828,The connection to the database times out after 30 seconds of inactivity.,Resolved,Minor,P4,Duplicate,David Lee,Notifications,2024-03-03,4,2,3,1
BUG-0187,App crashes on login - Case 609,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Major,P2,Duplicate,Carol White,Payment,2024-10-20,1,1,1,1
BUG-0188,Button click has no effect - Case 489,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Critical,P2,Duplicate,Bob Smith,Dashboard,2024-09-02,1,0,1,1
BUG-0189,UI misalignment in header - Case 560,The header elements are overlapping on mobile screens.,Closed,Minor,P1,Cannot Reproduce,Carol White,Dashboard,2024-06-25,1,2,0,0
BUG-0190,App crashes on login - Case 951,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Major,P4,Fixed,Carol White,Database,2024-03-19,1,1,3,2
BUG-0191,Null pointer exception in module X - Case 454,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Major,P4,,Eva Martinez,Dashboard,2024-02-10,2,1,3,5
BUG-0192,Performance degradation on load - Case 646,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Minor,P1,Fixed,Carol White,Dashboard,2024-11-24,1,2,0,2
BUG-0193,Performance degradation on load - Case 445,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Trivial,P5,,Eva Martinez,Reporting,2024-01-15,3,3,4,5
BUG-0194,Memory leak during file upload - Case 732,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Major,P3,Fixed,Henry Wilson,Reporting,2024-11-17,4,1,2,2
BUG-0195,Memory leak during file upload - Case 404,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Trivial,P4,,Henry Wilson,UI/UX,2024-12-18,3,3,3,5
BUG-0196,Null pointer exception in module X - Case 448,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Major,P3,,Grace Kim,Dashboard,2024-06-09,0,1,2,5
BUG-0197,Button click has no effect - Case 675,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Critical,P5,,Eva Martinez,Notifications,2024-05-03,2,0,4,5
BUG-0198,UI misalignment in header - Case 151,The header elements are overlapping on mobile screens.,Resolved,Critical,P4,Won't Fix,Carol White,Database,2024-11-11,4,0,3,4
BUG-0199,Typo in the settings menu - Case 294,There is a spelling mistake in the user profile settings page.,Closed,Major,P2,Duplicate,Alice Johnson,Payment,2024-09-12,1,1,1,1
BUG-0200,Button click has no effect - Case 568,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Trivial,P3,Duplicate,Henry Wilson,Notifications,2024-01-25,1,3,2,1
BUG-0201,App crashes on login - Case 967,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Major,P3,Fixed,Grace Kim,Database,2024-03-09,4,1,2,2
BUG-0202,Memory leak during file upload - Case 490,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Minor,P3,Duplicate,Eva Martinez,Payment,2024-10-18,1,2,2,1
BUG-0203,API returning 500 error - Case 882,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Trivial,P4,,Bob Smith,UI/UX,2024-11-15,2,3,3,5
BUG-0204,Typo in the settings menu - Case 671,There is a spelling mistake in the user profile settings page.,Assigned,Critical,P1,,Alice Johnson,Authentication,2024-04-11,0,0,0,5
BUG-0205,Feature Y is not responsive - Case 355,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P1,Duplicate,Henry Wilson,Dashboard,2024-06-19,1,0,0,1
BUG-0206,Button click has no effect - Case 243,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Minor,P2,Won't Fix,Eva Martinez,Database,2024-06-12,1,2,1,4
BUG-0207,Button click has no effect - Case 645,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Critical,P5,Cannot Reproduce,Frank Brown,Database,2024-06-02,1,0,4,0
BUG-0208,Memory leak during file upload - Case 697,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Critical,P3,,David Lee,Authentication,2024-11-01,3,0,2,5
BUG-0209,Database connection timeout - Case 636,The connection to the database times out after 30 seconds of inactivity.,Resolved,Minor,P5,Not a Bug,Bob Smith,Reporting,2024-03-16,4,2,4,3
BUG-0210,API returning 500 error - Case 404,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Minor,P2,Duplicate,David Lee,UI/UX,2024-08-02,1,2,1,1
BUG-0211,Performance degradation on load - Case 582,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Minor,P1,,Frank Brown,Notifications,2024-09-22,0,2,0,5
BUG-0212,Typo in the settings menu - Case 277,There is a spelling mistake in the user profile settings page.,Closed,Major,P3,Cannot Reproduce,Henry Wilson,Reporting,2024-06-24,1,1,2,0
BUG-0213,Feature Y is not responsive - Case 671,Feature Y does not resize properly when the window is scaled down.,Assigned,Major,P4,,Henry Wilson,Database,2024-06-01,0,1,3,5
BUG-0214,Button click has no effect - Case 914,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Critical,P2,,Frank Brown,Dashboard,2024-03-03,2,0,1,5
BUG-0215,Feature Y is not responsive - Case 831,Feature Y does not resize properly when the window is scaled down.,In Progress,Major,P2,,David Lee,Reporting,2024-08-14,2,1,1,5
BUG-0216,Feature Y is not responsive - Case 675,Feature Y does not resize properly when the window is scaled down.,Assigned,Minor,P4,,Alice Johnson,Reporting,2024-02-25,0,2,3,5
BUG-0217,App crashes on login - Case 202,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Trivial,P4,,Alice Johnson,Dashboard,2024-08-29,2,3,3,5
BUG-0218,API returning 500 error - Case 588,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Trivial,P5,Duplicate,David Lee,Authentication,2024-05-26,1,3,4,1
BUG-0219,Database connection timeout - Case 527,The connection to the database times out after 30 seconds of inactivity.,Closed,Minor,P3,Duplicate,Alice Johnson,Authentication,2024-09-10,1,2,2,1
BUG-0220,Performance degradation on load - Case 209,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",In Progress,Critical,P4,,Henry Wilson,API,2024-08-20,2,0,3,5
BUG-0221,UI misalignment in header - Case 438,The header elements are overlapping on mobile screens.,Closed,Trivial,P3,Duplicate,Eva Martinez,Reporting,2024-04-05,1,3,2,1
BUG-0222,Memory leak during file upload - Case 946,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Trivial,P2,Cannot Reproduce,Bob Smith,Dashboard,2024-06-16,1,3,1,0
BUG-0223,API returning 500 error - Case 431,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Minor,P2,Duplicate,Eva Martinez,Database,2024-07-15,1,2,1,1
BUG-0224,Performance degradation on load - Case 111,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",In Progress,Minor,P5,,Bob Smith,Notifications,2024-12-20,2,2,4,5
BUG-0225,Memory leak during file upload - Case 802,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Trivial,P3,,Frank Brown,Reporting,2024-12-19,2,3,2,5
BUG-0226,Database connection timeout - Case 589,The connection to the database times out after 30 seconds of inactivity.,Closed,Critical,P1,Duplicate,David Lee,Reporting,2024-07-31,1,0,0,1
BUG-0227,Performance degradation on load - Case 994,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Major,P5,Fixed,Bob Smith,Authentication,2024-08-16,1,1,4,2
BUG-0228,Button click has no effect - Case 307,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Minor,P3,Not a Bug,Henry Wilson,Payment,2024-03-17,1,2,2,3
BUG-0229,Performance degradation on load - Case 600,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P2,Fixed,Carol White,UI/UX,2024-08-16,1,3,1,2
BUG-0230,App crashes on login - Case 672,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Critical,P3,,Alice Johnson,Reporting,2024-01-12,2,0,2,5
BUG-0231,App crashes on login - Case 533,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Trivial,P5,,Henry Wilson,Authentication,2024-10-04,3,3,4,5
BUG-0232,Database connection timeout - Case 887,The connection to the database times out after 30 seconds of inactivity.,Closed,Critical,P2,Duplicate,Grace Kim,Payment,2024-07-14,1,0,1,1
BUG-0233,Button click has no effect - Case 236,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Critical,P1,,Carol White,Reporting,2024-04-01,3,0,0,5
BUG-0234,App crashes on login - Case 405,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Critical,P4,Cannot Reproduce,David Lee,Notifications,2024-08-05,1,0,3,0
BUG-0235,Feature Y is not responsive - Case 293,Feature Y does not resize properly when the window is scaled down.,New,Critical,P1,,Alice Johnson,Reporting,2024-12-04,3,0,0,5
BUG-0236,UI misalignment in header - Case 708,The header elements are overlapping on mobile screens.,Resolved,Trivial,P4,Fixed,Alice Johnson,UI/UX,2024-11-02,4,3,3,2
BUG-0237,Button click has no effect - Case 322,Clicking the 'Save' button in the dialog does not trigger any network request.,Assigned,Major,P4,,Frank Brown,Database,2024-09-14,0,1,3,5
BUG-0238,Database connection timeout - Case 776,The connection to the database times out after 30 seconds of inactivity.,Assigned,Major,P3,,Alice Johnson,Dashboard,2024-07-30,0,1,2,5
BUG-0239,Memory leak during file upload - Case 669,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Critical,P1,,Frank Brown,UI/UX,2024-06-25,3,0,0,5
