Bug ID,Summary,Description,Status,Severity,Priority,Resolution
BUG-0228,Typo in the settings menu - Case 956,There is a spelling mistake in the user profile settings page.,Resolved,Minor,P1,Fixed
BUG-0229,Typo in the settings menu - Case 336,There is a spelling mistake in the user profile settings page.,Resolved,Trivial,P5,Not a Bug
BUG-0230,Database connection timeout - Case 193,The connection to the database times out after 30 seconds of inactivity.,Resolved,Major,P5,Won't Fix
BUG-0231,Feature Y is not responsive - Case 603,Feature Y does not resize properly when the window is scaled down.,Resolved,Minor,P3,Fixed
BUG-0232,API returning 500 error - Case 958,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Critical,P4,None
BUG-0233,Null pointer exception in module X - Case 175,A NullPointerException is thrown when clicking the submit button in module X.,New,Major,P4,None
BUG-0234,Feature Y is not responsive - Case 652,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P4,Cannot Reproduce
BUG-0235,Null pointer exception in module X - Case 759,A NullPointerException is thrown when clicking the submit button in module X.,New,Minor,P2,None
BUG-0236,Database connection timeout - Case 386,The connection to the database times out after 30 seconds of inactivity.,In Progress,Critical,P5,None
BUG-0237,API returning 500 error - Case 176,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Critical,P1,None
BUG-0238,Null pointer exception in module X - Case 325,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Trivial,P2,Duplicate
BUG-0239,Button click has no effect - Case 956,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Major,P2,None
BUG-0240,API returning 500 error - Case 203,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Trivial,P5,None
BUG-0241,Performance degradation on load - Case 468,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Critical,P5,Duplicate
BUG-0242,Null pointer exception in module X - Case 261,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Trivial,P2,None
BUG-0243,API returning 500 error - Case 687,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Critical,P2,Duplicate
BUG-0244,Typo in the settings menu - Case 588,There is a spelling mistake in the user profile settings page.,In Progress,Trivial,P2,None
BUG-0245,Memory leak during file upload - Case 980,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Critical,P1,None
BUG-0246,App crashes on login - Case 143,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Critical,P1,Won't Fix
BUG-0247,Memory leak during file upload - Case 794,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Trivial,P3,Duplicate
BUG-0248,API returning 500 error - Case 310,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Minor,P3,Cannot Reproduce
BUG-0249,Feature Y is not responsive - Case 610,Feature Y does not resize properly when the window is scaled down.,New,Minor,P2,None
BUG-0250,Null pointer exception in module X - Case 400,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Trivial,P2,Cannot Reproduce
BUG-0251,Memory leak during file upload - Case 953,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Critical,P5,None
BUG-0252,Button click has no effect - Case 392,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Trivial,P1,Duplicate
BUG-0253,UI misalignment in header - Case 172,The header elements are overlapping on mobile screens.,Resolved,Major,P4,Duplicate
BUG-0254,UI misalignment in header - Case 930,The header elements are overlapping on mobile screens.,Closed,Minor,P2,Not a Bug
BUG-0255,UI misalignment in header - Case 381,The header elements are overlapping on mobile screens.,New,Critical,P1,None
BUG-0256,Feature Y is not responsive - Case 587,Feature Y does not resize properly when the window is scaled down.,Closed,Trivial,P2,Not a Bug
BUG-0257,API returning 500 error - Case 459,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Major,P1,Duplicate
BUG-0258,App crashes on login - Case 797,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Minor,P2,Fixed
BUG-0259,API returning 500 error - Case 238,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Minor,P5,None
BUG-0260,Typo in the settings menu - Case 983,There is a spelling mistake in the user profile settings page.,New,Trivial,P4,None
BUG-0261,UI misalignment in header - Case 126,The header elements are overlapping on mobile screens.,New,Minor,P3,None
BUG-0262,API returning 500 error - Case 876,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Trivial,P5,None
BUG-0263,App crashes on login - Case 793,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Major,P1,None
BUG-0264,API returning 500 error - Case 397,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Critical,P5,Duplicate
BUG-0265,Typo in the settings menu - Case 590,There is a spelling mistake in the user profile settings page.,Assigned,Major,P2,None
BUG-0266,Null pointer exception in module X - Case 380,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Minor,P3,Duplicate
BUG-0267,Database connection timeout - Case 784,The connection to the database times out after 30 seconds of inactivity.,In Progress,Major,P1,None
BUG-0268,API returning 500 error - Case 958,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Major,P5,Duplicate
BUG-0269,Null pointer exception in module X - Case 680,A NullPointerException is thrown when clicking the submit button in module X.,New,Major,P5,None
BUG-0270,App crashes on login - Case 248,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Critical,P5,None
BUG-0271,Null pointer exception in module X - Case 536,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Major,P5,None
BUG-0272,Null pointer exception in module X - Case 559,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Critical,P1,Fixed
BUG-0273,Feature Y is not responsive - Case 841,Feature Y does not resize properly when the window is scaled down.,Resolved,Trivial,P2,Duplicate
BUG-0274,App crashes on login - Case 428,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Trivial,P3,Duplicate
BUG-0275,Typo in the settings menu - Case 248,There is a spelling mistake in the user profile settings page.,In Progress,Critical,P3,None
BUG-0276,Button click has no effect - Case 716,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Major,P4,None
BUG-0277,Null pointer exception in module X - Case 852,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Critical,P2,Duplicate
BUG-0278,Null pointer exception in module X - Case 458,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Critical,P4,None
BUG-0279,UI misalignment in header - Case 233,The header elements are overlapping on mobile screens.,Closed,Critical,P2,Duplicate
BUG-0280,API returning 500 error - Case 106,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Critical,P5,Duplicate
BUG-0281,API returning 500 error - Case 540,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Major,P4,None
BUG-0282,UI misalignment in header - Case 397,The header elements are overlapping on mobile screens.,Closed,Critical,P3,Duplicate
BUG-0283,UI misalignment in header - Case 677,The header elements are overlapping on mobile screens.,Assigned,Trivial,P2,None
BUG-0284,API returning 500 error - Case 789,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Trivial,P5,Won't Fix
BUG-0285,API returning 500 error - Case 297,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Minor,P5,None
BUG-0286,Database connection timeout - Case 604,The connection to the database times out after 30 seconds of inactivity.,In Progress,Major,P1,None
BUG-0287,Performance degradation on load - Case 638,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P1,Duplicate
BUG-0288,API returning 500 error - Case 866,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Minor,P1,Not a Bug
BUG-0289,Typo in the settings menu - Case 923,There is a spelling mistake in the user profile settings page.,Closed,Critical,P2,Duplicate
BUG-0290,UI misalignment in header - Case 187,The header elements are overlapping on mobile screens.,Resolved,Trivial,P3,Duplicate
BUG-0291,API returning 500 error - Case 898,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Major,P2,Duplicate
BUG-0292,Null pointer exception in module X - Case 765,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Critical,P4,None
BUG-0293,Database connection timeout - Case 610,The connection to the database times out after 30 seconds of inactivity.,Closed,Critical,P2,Not a Bug
BUG-0294,App crashes on login - Case 471,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Critical,P1,None
BUG-0295,Button click has no effect - Case 537,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Major,P1,Fixed
BUG-0296,Performance degradation on load - Case 494,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Minor,P4,Duplicate
BUG-0297,Null pointer exception in module X - Case 398,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Trivial,P5,Won't Fix
BUG-0298,Button click has no effect - Case 167,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Critical,P4,None
BUG-0299,App crashes on login - Case 456,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Trivial,P4,Won't Fix
BUG-0300,Memory leak during file upload - Case 184,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Critical,P2,None
BUG-0301,Feature Y is not responsive - Case 277,Feature Y does not resize properly when the window is scaled down.,New,Minor,P4,None
BUG-0302,Typo in the settings menu - Case 664,There is a spelling mistake in the user profile settings page.,In Progress,Minor,P5,None
BUG-0303,Feature Y is not responsive - Case 919,Feature Y does not resize properly when the window is scaled down.,New,Major,P5,None
BUG-0304,API returning 500 error - Case 704,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Major,P4,None
